MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF
90,3,4.110873864173311,9.053101595549691,1,1,3,3,0,4,0,12,2,2,2,2,3,4,1950,1950,1,1,11,11,2,0.0,3,4,1,3,2,3,4,0,4,0.0,0,0,1,2,0,1,1040,0,0.0,1040,0,0.0,2,0,2,1.0986122886681098,3,6,6,0,3,5,1949.0,3,2,400,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,8,4,93500,1040
60,3,4.290459441148391,9.25569607369698,1,1,0,1,0,1,0,8,2,2,0,5,8,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0.0,893,893,1,0,1,4,901,900,0.0,1801,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2005.0,0,3,800,5,5,2,0,4.762173934797756,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2006,8,4,239900,1794
90,3,4.110873864173311,9.287394001418471,1,1,3,3,0,4,0,7,2,2,2,2,5,5,1987,1988,1,1,9,10,2,0.0,3,4,1,2,1,1,2,1200,6,0.0,0,1200,1,4,1,4,1200,0,0.0,1200,3,0.0,3,0,3,0.6931471805599453,3,5,6,0,3,6,0.0,1,0,0,3,3,2,120,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2009,8,2,179000,2400
60,3,4.189654742026425,9.139273923542325,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0.0,864,864,1,0,1,4,864,864,0.0,1728,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2004.0,2,2,572,5,5,2,187,4.04305126783455,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2009,8,4,190000,1728
70,4,4.110873864173311,9.169622538697624,1,0,3,3,0,4,0,17,2,2,0,5,5,7,1910,2002,1,1,13,15,2,0.0,3,2,0,1,0,4,6,0,6,0.0,264,264,1,0,1,4,768,664,0.0,1432,0,0.0,2,0,2,0.6931471805599453,3,7,6,0,3,5,1910.0,3,2,360,5,2,2,270,0.0,4.727387818712341,0.0,0.0,0.0,3,0,1,0.0,5,2007,8,0,132000,1032
20,3,4.189654742026425,8.820108644508608,1,1,0,3,0,4,0,19,1,2,0,2,6,8,1961,1996,3,1,6,6,2,0.0,3,2,1,4,4,2,2,832,6,0.0,80,912,1,2,1,4,912,0,0.0,912,1,0.6931471805599453,1,0,3,0.6931471805599453,2,5,6,0,3,5,1962.0,3,1,288,5,5,2,168,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,5,2008,8,4,142000,1824
20,3,4.189654742026425,9.042040056544485,1,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,2001,1,1,12,13,1,4.691347882229144,3,4,2,2,4,4,6,0,6,0.0,1349,1349,1,0,1,4,1349,0,0.0,1349,0,0.0,2,0,3,0.6931471805599453,3,6,6,0,3,1,2000.0,3,2,539,5,5,2,120,4.02535169073515,0.0,0.0,0.0,0.0,3,0,1,0.0,12,2007,8,4,179000,2698
80,3,4.262679877041316,9.46397433028839,1,1,0,3,0,4,0,19,2,2,0,7,5,6,1963,1999,1,1,6,6,2,0.0,3,4,1,2,4,0,0,444,6,0.0,76,520,1,0,1,4,1464,0,0.0,1464,0,0.6931471805599453,2,0,3,0.6931471805599453,3,6,3,1,5,1,1997.0,2,2,480,5,5,2,302,0.0,0.0,0.0,4.61512051684126,0.0,3,4,1,0.0,10,2009,8,4,175000,1984
120,3,3.737669618283368,8.593413217327646,1,1,0,1,0,4,0,22,2,2,4,2,8,5,1993,1993,1,1,6,6,2,0.0,2,4,2,2,4,4,2,733,6,0.0,604,1337,1,2,1,4,1337,0,0.0,1337,1,0.0,2,0,2,0.6931471805599453,2,5,6,1,5,1,1993.0,2,2,462,5,5,2,96,0.0,4.262679877041316,5.1298987149230735,0.0,0.0,3,4,1,0.0,10,2008,8,4,180000,2674
60,3,4.248495242049359,9.100971834920818,1,1,0,3,0,4,0,14,2,2,0,5,8,9,1976,1996,3,1,12,13,1,5.66988092298052,0,2,1,4,1,4,2,575,0,4.394449154672439,487,1142,1,0,1,4,1175,1540,0.0,2715,0,0.6931471805599453,3,1,4,0.6931471805599453,2,11,6,2,5,3,1994.0,0,2,831,5,5,2,0,5.3230099791384085,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2008,8,4,299800,2317
60,3,4.248495242049359,9.082052351674651,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,2000,1,1,12,13,2,0.0,2,4,2,2,4,4,2,300,6,0.0,652,952,1,0,1,4,980,1276,0.0,2256,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,3,2000.0,0,2,554,5,5,2,224,4.007333185232471,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2009,8,4,236000,1932
70,4,4.189654742026425,9.367429587218956,1,2,0,3,0,0,0,17,2,2,0,5,7,7,1880,2003,4,1,11,12,2,0.0,2,4,4,4,0,4,6,0,6,0.0,1240,1240,2,4,0,4,1320,1320,0.0,2640,0,0.0,1,1,4,0.6931471805599453,2,8,6,1,2,5,1950.0,3,4,864,5,5,0,181,0.0,5.958424693029782,0.0,0.0,0.0,3,4,1,0.0,5,2009,8,4,265979,2560
20,3,4.0943445622221,9.268043082104471,1,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,1996,3,1,12,13,1,5.82600010738045,2,4,2,2,4,4,2,919,6,0.0,801,1720,1,0,1,4,1720,0,0.0,1720,1,0.0,2,0,3,0.6931471805599453,2,7,6,1,5,1,1996.0,0,2,527,5,5,2,240,4.04305126783455,5.043425116919247,0.0,0.0,0.0,3,4,1,0.0,3,2010,8,4,260400,3440
50,3,3.9318256327243257,9.036701015565065,1,1,3,3,0,4,0,7,2,2,0,0,4,3,1945,1950,1,1,14,15,2,0.0,3,4,3,3,2,3,4,0,4,0.0,0,0,5,4,0,1,1088,441,0.0,1529,0,0.0,2,0,4,0.6931471805599453,3,9,4,0,3,5,1945.0,3,1,240,5,5,0,92,0.0,5.225746673713202,0.0,0.0,0.0,3,4,1,0.0,4,2009,8,4,98000,1088
50,4,4.02535169073515,9.082620630373812,1,0,3,3,0,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,2,0.0,3,4,0,4,0,4,6,0,6,0.0,576,576,1,2,1,4,792,348,0.0,1140,0,0.0,1,0,3,0.6931471805599453,3,7,3,0,3,6,0.0,1,0,0,3,3,0,0,5.081404364984463,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2010,8,4,96500,1368
60,3,4.248495242049359,8.955577146281511,1,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0.0,660,660,1,0,1,4,660,660,0.0,1320,0,0.0,2,1,3,0.6931471805599453,2,6,6,0,3,1,2003.0,0,2,400,5,5,2,0,3.8918202981106265,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2007,8,4,162000,1320
20,3,4.382026634673881,9.13097243659261,1,1,0,3,0,4,0,5,2,2,0,2,6,5,1997,1997,1,1,12,13,2,0.0,3,2,2,2,4,1,2,1200,6,0.0,279,1479,1,0,1,4,1494,0,0.0,1494,1,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,1,1997.0,2,2,576,5,5,2,168,3.332204510175204,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,8,4,217000,2973
60,3,4.394449154672439,9.234154550075438,1,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,1,12,13,1,5.187385805840755,2,4,2,2,4,2,6,0,6,0.0,1030,1030,1,2,1,4,1038,1060,0.0,2098,0,0.0,2,1,3,0.6931471805599453,0,8,6,1,2,1,2005.0,2,3,878,5,5,2,192,3.970291913552122,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2006,8,4,275500,2068
20,3,4.127134385045092,8.97853441008332,1,1,3,3,0,4,0,12,2,2,0,2,6,8,1969,2005,1,1,9,10,2,0.0,3,4,1,4,4,4,2,439,3,6.159095388491933,115,1026,1,2,1,4,1026,0,0.0,1026,1,0.0,1,0,3,0.6931471805599453,2,5,6,0,3,5,1969.0,2,2,440,5,5,2,171,3.8918202981106265,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,156000,2052
160,1,3.555348061489413,8.080546965824498,1,2,3,3,0,4,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,6.796823718274855,3,4,2,2,4,4,2,381,6,0.0,348,729,1,2,1,4,742,729,0.0,1471,0,0.0,2,1,3,0.6931471805599453,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0,3.218875824868201,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2009,8,4,172500,1471
60,3,4.23410650459726,9.284519770150434,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,20,6,0.0,846,866,1,0,1,4,866,902,0.0,1768,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2007.0,2,2,578,5,5,2,144,4.663439094112067,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2009,8,4,212000,1732
60,3,4.248495242049359,9.360224821513476,1,1,0,3,0,1,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,0,5.796057750765372,3,4,1,4,4,2,5,438,6,0.0,234,672,1,4,1,4,672,714,0.0,1386,0,0.0,2,1,3,0.6931471805599453,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,335,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,4,2010,8,0,158900,1344
160,1,3.218875824868201,7.732369222284388,1,2,3,3,0,4,0,21,2,2,3,5,7,5,1999,1999,1,1,8,8,1,5.8888779583328805,3,4,2,2,4,4,0,549,6,0.0,195,744,1,2,1,4,757,744,0.0,1501,0,0.0,2,1,3,0.6931471805599453,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2008,8,4,179400,1501
60,3,4.189654742026425,9.413934064045677,1,1,0,3,0,4,0,15,2,2,0,5,8,5,1995,1995,1,1,12,13,1,6.2422232654551655,2,4,2,2,4,0,3,56,0,4.174387269895637,1198,1318,1,0,1,4,1328,1203,0.0,2531,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,1,1995.0,2,3,752,5,5,2,222,4.59511985013459,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2007,8,4,290000,2646
20,3,4.262679877041316,9.116139576577355,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,3,1,13,14,2,0.0,3,4,1,4,4,4,5,612,6,0.0,252,864,1,0,1,4,864,0,0.0,864,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,2008.0,3,1,300,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3,4,3,6.111467339502679,10,2009,8,4,127500,1728
30,4,4.110873864173311,8.841014310483892,1,1,3,3,0,2,0,3,1,2,0,2,5,5,1924,1950,1,1,13,14,2,0.0,3,4,2,4,4,2,3,405,6,0.0,740,1145,1,4,1,4,1301,0,0.0,1301,0,0.0,1,0,2,0.6931471805599453,1,5,2,0,3,5,1965.0,3,2,440,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2009,8,4,100000,2446
60,1,4.290459441148391,9.0642735958414,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2009,2009,1,1,12,13,2,0.0,3,4,2,2,4,2,2,24,6,0.0,732,756,1,0,1,4,764,783,0.0,1547,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2009.0,3,2,614,5,5,2,169,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2010,2,4,215200,1520
60,3,4.418840607796598,9.151757414543884,1,1,3,3,0,4,0,15,2,2,0,5,8,5,1999,1999,1,1,12,13,1,6.513230110912307,2,4,2,2,4,2,2,1163,6,0.0,89,1252,1,0,1,4,1268,1097,0.0,2365,1,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,1999.0,2,3,856,5,5,2,0,4.859812404361672,0.0,0.0,5.198497031265826,0.0,3,4,1,0.0,7,2009,8,4,337000,2520
120,3,3.4339872044851463,9.164296433474776,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,1,3,3,2,0.0,2,2,2,2,1,0,3,437,2,6.964135612418245,0,1494,1,0,1,4,1494,0,0.0,1494,1,0.0,1,1,2,0.6931471805599453,0,6,6,1,2,1,1995.0,0,2,481,5,5,2,0,3.4339872044851463,0.0,0.0,5.37989735354046,0.0,3,4,1,0.0,4,2006,8,4,270000,2988
20,3,4.330733340286331,9.58795455192857,1,1,0,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,1,12,13,3,5.652489180268651,2,4,2,2,4,4,6,0,6,0.0,1498,1498,1,0,1,4,1506,0,0.0,1506,0,0.0,2,0,2,0.6931471805599453,0,6,6,1,2,1,2008.0,0,2,592,5,5,2,0,5.1647859739235145,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2008,6,5,264132,3004
60,3,4.394449154672439,9.25167423546916,1,1,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,1,3.7612001156935615,3,4,1,2,4,4,2,394,6,0.0,586,980,1,4,1,4,980,734,0.0,1714,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,1,1988.0,3,2,496,5,5,2,228,4.204692619390966,5.056245805348308,0.0,0.0,0.0,3,2,3,6.2166061010848646,3,2010,8,4,196500,1960
50,3,4.330733340286331,9.434203664214742,1,1,0,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,2,0.0,3,4,1,2,4,2,0,660,6,0.0,323,983,1,0,1,4,983,767,0.0,1750,1,0.0,2,0,4,0.6931471805599453,3,7,4,0,3,1,1989.0,3,1,423,5,5,2,245,0.0,5.056245805348308,0.0,0.0,0.0,3,4,3,7.170888478512505,7,2008,8,4,160000,1966
20,3,4.262679877041316,9.116139576577355,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,3,1,12,13,2,0.0,2,4,2,2,4,4,2,24,6,0.0,1836,1860,1,0,1,4,1836,0,0.0,1836,0,0.0,2,0,3,0.6931471805599453,2,8,6,1,2,1,2004.0,0,2,484,5,5,2,120,3.5263605246161616,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2006,8,4,216837,3696
60,3,3.871201010907891,10.8875303864611,1,1,1,1,0,1,1,22,2,2,0,5,8,5,2003,2003,3,1,5,15,1,6.403574197934815,0,4,2,2,4,1,0,1416,6,0.0,234,1650,1,0,1,4,1690,1589,0.0,3279,1,0.0,3,1,4,0.6931471805599453,0,12,4,1,2,3,2003.0,0,3,841,5,5,2,503,3.610917912644224,0.0,0.0,5.351858133476067,0.0,3,4,1,0.0,6,2010,8,4,538000,3340
85,3,4.248495242049359,8.889170455363413,1,1,0,3,0,1,0,19,2,2,0,6,5,5,1982,1982,3,1,13,14,2,0.0,3,4,1,2,4,0,2,685,6,0.0,173,858,1,4,1,4,858,0,0.0,858,1,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,1983.0,3,2,576,5,5,2,120,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2009,8,4,134900,1716
20,3,4.219507705176107,9.09133158539398,1,1,3,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,2,0.0,3,4,1,1,0,4,3,836,6,0.0,0,836,1,4,1,1,1220,0,0.0,1220,0,0.0,1,0,2,0.6931471805599453,3,6,6,0,3,5,1951.0,3,2,396,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2006,0,4,102000,2056
80,3,4.553876891600541,8.964439833539357,1,1,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,1,9,10,2,0.0,3,4,1,4,4,0,0,422,1,4.852030263919617,480,1029,1,4,1,4,1117,0,0.0,1117,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,5,1976.0,3,2,672,5,5,2,144,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,3,2010,8,0,107000,2146
20,3,4.262679877041316,9.225327501784433,1,1,3,3,0,4,0,12,1,2,0,2,5,5,1958,1958,1,1,13,14,2,0.6931471805599453,3,4,1,4,4,4,5,456,6,0.0,456,912,1,0,1,0,912,0,0.0,912,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1,1958.0,2,1,275,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,0,4,114500,1824
20,3,4.709530201312334,9.562896846651167,1,1,3,3,0,0,0,16,2,2,0,2,8,5,2006,2006,3,1,12,13,1,5.929589143389895,2,4,2,2,4,0,6,0,6,0.0,1935,1935,1,2,1,4,1973,0,0.0,1973,0,0.0,2,0,3,0.6931471805599453,2,9,6,1,2,1,2006.0,0,3,895,5,5,2,315,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,6,5,395000,3908
120,4,3.49650756146648,8.412054873292933,1,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,1,5.771441123130016,3,4,2,0,4,4,2,866,6,0.0,338,1204,1,0,1,4,1204,0,0.0,1204,1,0.0,2,0,2,0.6931471805599453,3,5,6,0,3,1,1998.0,0,2,412,5,5,2,0,5.513428746164983,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2009,8,4,162000,2408
20,3,4.465908118654584,9.324650718153594,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,5.484796933490655,2,4,2,2,4,0,2,20,6,0.0,1594,1614,1,0,1,4,1614,0,0.0,1614,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2005.0,2,3,865,5,5,2,144,4.0943445622221,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,6,5,221500,3228
20,3,4.61512051684126,9.499346567390097,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1974,1974,3,1,6,10,2,0.0,3,4,1,4,4,4,0,762,6,0.0,102,864,1,4,1,4,894,0,0.0,894,1,0.0,1,0,3,0.6931471805599453,3,5,6,1,1,1,1974.0,3,2,440,5,5,2,241,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,6,2006,8,4,142500,1758
90,2,4.110873864173311,9.036106025364846,1,1,3,3,0,4,0,20,1,2,2,2,5,5,1977,1977,1,1,9,10,1,5.771441123130016,3,4,3,3,2,3,4,0,4,0.0,0,0,1,4,1,4,2020,0,0.0,2020,0,0.0,2,0,4,1.0986122886681098,3,10,6,2,5,5,1977.0,3,2,630,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2007,8,4,144000,2020
90,3,4.3694478524670215,9.262078567380597,1,1,3,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,1,4.51085950651685,3,4,1,2,4,1,2,975,6,0.0,0,975,1,4,1,4,1004,0,0.0,1004,1,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,1,1977.0,3,2,504,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,135000,1979
20,3,4.158883083359672,8.971575439759016,1,1,3,3,0,4,0,8,2,2,0,2,7,5,1995,1996,1,1,6,6,1,3.6635616461296463,3,4,2,2,1,4,6,0,6,0.0,1237,1237,1,2,1,4,1253,0,0.0,1253,0,0.0,2,0,3,0.6931471805599453,3,6,6,1,5,1,1995.0,0,2,402,5,5,2,220,3.091042453358316,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,176000,2490
60,3,4.189654742026425,8.875426919818963,1,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,13,2,0.0,2,2,2,2,4,4,0,387,6,0.0,374,761,1,0,1,4,810,793,0.0,1603,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,1992.0,2,2,484,5,5,2,0,4.8283137373023015,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,8,4,175900,1571
20,3,4.219507705176107,9.698061122027076,1,1,1,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0.0,1413,1413,1,0,1,4,1430,0,0.0,1430,0,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,1,2001.0,2,2,605,5,5,2,0,3.5263605246161616,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2009,8,4,187100,2843
85,3,4.248495242049359,9.116249448576587,1,1,0,3,0,0,0,11,2,2,0,6,5,6,1978,1978,1,1,9,10,1,4.653960350157523,3,2,2,2,4,0,2,1097,6,0.0,0,1097,1,0,1,4,1110,0,0.0,1110,1,0.0,1,0,1,0.6931471805599453,2,4,6,1,5,1,1978.0,0,2,602,5,5,2,303,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,165500,2207
75,4,3.58351893845611,8.748463629942055,1,0,3,3,0,4,0,17,2,2,0,4,6,6,1914,2001,1,1,13,15,2,0.0,3,4,1,4,4,4,6,0,6,0.0,742,742,1,0,1,4,742,742,0.0,1484,0,0.0,2,0,3,0.6931471805599453,3,9,6,1,2,6,0.0,1,0,0,3,3,2,0,5.676753802268282,4.90527477843843,0.0,0.0,0.0,3,4,1,0.0,6,2008,8,4,128000,1484
20,3,4.248495242049359,9.189218875354072,1,1,3,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,2,0.0,3,4,1,4,4,4,5,251,3,6.447305862541213,491,1372,1,4,1,4,1342,0,0.0,1342,0,0.0,2,0,3,0.6931471805599453,3,7,6,1,2,1,1967.0,3,2,457,5,5,2,0,0.0,0.0,0.0,5.288267030694535,0.0,3,4,1,0.0,9,2009,8,4,161500,2714
50,4,4.110873864173311,9.287394001418471,1,1,3,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,2,0.0,3,2,2,1,4,4,3,686,6,0.0,0,686,1,4,1,4,966,686,0.0,1652,1,0.0,2,0,4,0.6931471805599453,3,7,6,0,3,5,1961.0,3,1,416,5,5,2,0,0.0,5.2832037287379885,0.0,0.0,0.0,3,4,3,7.090909822079984,6,2010,8,4,139000,1652
60,3,4.343805421853684,9.224539091375997,1,1,0,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,4,2,656,6,0.0,300,956,1,0,1,4,956,1128,0.0,2084,1,0.0,2,1,4,0.6931471805599453,2,8,6,0,3,3,2004.0,2,2,618,5,5,2,0,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2010,8,4,233000,1912
20,4,3.9318256327243257,8.699681400989514,1,1,3,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,2,0.0,3,4,1,4,4,4,6,0,6,0.0,901,901,1,0,1,4,901,0,0.0,901,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1954.0,3,1,281,1,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2008,8,4,107900,1802
60,3,4.248495242049359,9.40968291310444,1,1,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,1,5.062595033026967,3,4,1,4,0,1,3,568,6,0.0,264,832,1,2,1,4,976,1111,0.0,2087,0,0.0,2,1,5,0.6931471805599453,2,9,6,0,3,1,1966.0,0,2,444,5,5,2,133,5.1298987149230735,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,187500,1808
120,3,3.784189633918261,8.065579427282092,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,2.4849066497880004,2,4,2,2,4,4,2,16,6,0.0,1129,1145,1,0,1,4,1145,0,0.0,1145,0,0.0,2,0,2,0.6931471805599453,2,5,6,1,2,1,2005.0,0,2,397,5,5,2,100,2.833213344056216,0.0,0.0,0.0,0.0,3,4,1,0.0,9,2009,8,4,160200,2290
80,3,4.248495242049359,9.335562336729565,1,1,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,2,0.0,3,4,2,2,4,0,0,539,6,0.0,490,1029,1,4,1,4,1062,0,0.0,1062,1,0.0,1,0,3,0.6931471805599453,3,5,6,2,5,1,1976.0,2,2,539,5,5,2,120,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2007,8,4,146800,2091
60,3,4.532599493153256,9.202409001649904,1,1,0,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,2,0.0,2,4,2,2,4,0,2,862,6,0.0,255,1117,1,0,1,4,1127,886,0.0,2013,1,0.0,2,1,3,0.6931471805599453,3,8,6,1,5,1,1997.0,3,2,455,5,5,2,180,4.875197323201151,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,269790,2244
20,3,4.343805421853684,9.122492281402987,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,3,4.948759890378168,2,4,2,2,4,0,6,0,6,0.0,1496,1496,1,0,1,4,1496,0,0.0,1496,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2007.0,0,2,474,5,5,2,168,4.875197323201151,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,6,5,225000,2992
60,3,4.248495242049359,9.290352309945568,1,1,0,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,1,8,8,2,0.0,2,4,2,2,4,4,6,0,6,0.0,712,712,1,0,1,4,1086,809,0.0,1895,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,1994.0,0,2,409,5,5,2,143,3.8501476017100575,0.0,0.0,0.0,0.0,3,4,3,6.2166061010848646,10,2008,8,4,194500,1798
60,3,4.262679877041316,9.036106025364846,1,1,3,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,1,4.875197323201151,3,4,1,2,4,4,6,0,6,0.0,650,650,1,4,1,4,888,676,0.0,1564,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,1,1980.0,3,2,476,5,5,2,0,3.9318256327243257,0.0,0.0,5.3230099791384085,0.0,3,2,1,0.0,4,2010,8,4,171000,1538
20,3,4.276666119016055,9.011645501064285,1,1,3,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,1,5.003946305945459,3,4,1,4,4,4,6,0,6,0.0,660,660,1,0,1,4,1285,0,0.0,1285,0,0.0,1,1,3,0.6931471805599453,3,7,6,1,5,1,1977.0,2,2,528,5,5,2,138,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,4,2007,8,4,143500,1945
