MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,4.68213122712422,9.539068413863964,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,6.052089168924417,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0.0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0.0,2822,0,0.0,3,1,4,0.6931471805599453,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,5.14166355650266,0.0,0.0,5.262690188904886,0.0,NA,NA,NA,0.0,1,2009,New,Partial,582933
20,RL,4.330733340286331,9.105090961257085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0.0,124,936,GasA,TA,Y,SBrkr,1128,0,0.0,1128,0,0.0,1,0,2,0.6931471805599453,TA,5,Min1,0,NA,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,6,2006,WD,Family,118000
20,RL,4.5217885770490405,9.41531995266272,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.54907608489522,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0.0,1428,0,0.0,2,0,3,0.6931471805599453,Ex,6,Typ,0,NA,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,4.110873864173311,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2008,New,Partial,227680
80,RL,4.330733340286331,9.18512512283512,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,6.175867270105761,100,980,GasA,Gd,Y,SBrkr,980,0,0.0,980,0,0.0,2,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2006,WD,Normal,135500
70,RL,4.976733742420574,9.970445020661009,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0.0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0.0,1576,2,0.0,1,1,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,5.746203190540153,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2009,WD,Normal,223500
80,RL,4.454347296253507,9.503084610020228,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.954638864880987,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,4.859812404361672,380,1024,GasA,TA,Y,SBrkr,1086,0,0.0,1086,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,6,2006,WD,Normal,159950
75,RM,4.51085950651685,8.999742789830492,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,849,849,GasA,TA,N,FuseA,1075,1063,0.0,2138,0,0.0,2,0,2,1.3862943611198906,TA,11,Typ,0,NA,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,5.056245805348308,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,11,2009,WD,Normal,106000
20,RL,4.3694478524670215,9.224341891611996,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.605170185988092,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,5.934894195619588,0,1040,GasA,Fa,Y,SBrkr,1309,0,0.0,1309,1,0.0,1,1,3,0.6931471805599453,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484,TA,TA,Y,265,0.0,0.0,0.0,0.0,6.47543271670409,Fa,GdPrv,NA,0.0,1,2006,WD,Normal,181000
120,RM,4.248495242049359,8.398184404834035,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.135798437050262,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0.0,186,848,GasA,Ex,Y,SBrkr,848,0,0.0,848,1,0.0,1,0,1,0.6931471805599453,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,ConLD,Normal,144500
20,C (all),4.204692619390966,9.072571442231286,Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0.0,540,540,GasA,TA,N,FuseA,1044,0,0.0,1044,0,0.0,1,0,2,0.6931471805599453,Fa,4,Typ,0,NA,Basment,1952.0,Unf,2,504,TA,TA,N,0,0.0,0.0,0.0,0.0,0.0,NA,NA,Shed,4.007333185232471,6,2010,WD,Alloca,55993
20,RL,4.330733340286331,9.18512512283512,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.497168225293202,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0.0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0.0,1442,0,0.0,1,1,4,0.6931471805599453,TA,7,Typ,0,NA,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0.0,5.62040086571715,0.0,0.0,0.0,NA,NA,Shed,6.2166061010848646,4,2007,COD,Normal,157900
50,RL,3.828641396489095,9.017847259860732,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0.0,686,686,GasW,Gd,Y,SBrkr,686,564,0.0,1250,0,0.6931471805599453,1,1,3,0.6931471805599453,Fa,7,Typ,0,NA,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0.0,4.574710978503383,0.0,0.0,0.0,NA,NA,NA,0.0,7,2006,WD,Normal,116000
20,RL,3.8918202981106265,9.4040963063958,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.093569770045136,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0.0,1661,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,NA,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,3.5553480614894135,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2010,WD,Normal,224900
20,RL,4.248495242049359,9.343646739284408,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0.0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0.0,1008,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0.0,4.795790545596741,0.0,0.0,0.0,NA,NA,NA,0.0,7,2006,WD,Normal,137000
20,RL,4.248495242049359,9.492959650085501,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,5.003946305945459,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0.0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0.0,1689,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,4.0943445622221,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2008,WD,Normal,271000
80,RL,4.394449154672439,9.084436955087027,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.394449154672439,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0.0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0.0,1052,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1971.0,Unf,2,440,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6,2010,WD,Normal,155000
120,RL,3.8066624897703196,8.759668671029939,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,4.859812404361672,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0.0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0.0,1358,1,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,Y,192,3.58351893845611,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2010,New,Partial,224000
60,RL,4.290459441148391,8.885579291282982,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,798,798,GasA,Ex,Y,SBrkr,798,842,0.0,1640,0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,NA,Attchd,2003.0,RFn,2,595,TA,TA,Y,0,3.828641396489095,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,183000
20,RM,4.110873864173311,8.699681400989514,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0.0,936,936,GasA,TA,N,SBrkr,936,0,0.0,936,0,0.0,1,0,2,0.6931471805599453,TA,4,Min2,0,NA,Detchd,1974.0,Unf,2,576,TA,TA,Y,0,3.4965075614664802,4.727387818712341,0.0,0.0,0.0,NA,NA,NA,0.0,2,2009,WD,Normal,93000
60,RL,4.248495242049359,9.42504844446929,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0.0,847,847,GasA,Ex,Y,SBrkr,847,886,0.0,1733,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,100,3.8918202981106265,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10,2007,WD,Family,225000
50,RL,4.110873864173311,9.200391041122515,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0.0,778,778,GasA,TA,Y,SBrkr,944,545,0.0,1489,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,TA,TA,Y,335,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,7,2009,WD,Normal,139500
20,FV,4.406719247264253,9.325185763645223,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0.0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,0.0,1489,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,TA,TA,Y,0,4.948759890378168,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2006,New,Partial,232600
20,RL,4.74493212836325,9.602652693506046,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,6.705639094860003,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0.0,442,2078,GasA,Ex,Y,SBrkr,2084,0,0.0,2084,1,0.0,2,0,2,0.6931471805599453,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,1220,TA,TA,Y,188,3.828641396489095,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,New,Partial,385000
45,RM,3.9318256327243257,8.721113147762688,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0.0,0,784,GasA,Gd,Y,SBrkr,784,0,0.0,784,1,0.0,1,0,2,0.6931471805599453,Gd,5,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,Y,0,0.0,4.762173934797756,0.0,0.0,0.0,NA,NA,NA,0.0,5,2008,WD,Normal,109500
20,RL,4.189654742026425,9.051344640485725,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0.0,1434,1454,GasA,Ex,Y,SBrkr,1434,0,0.0,1434,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,527,TA,TA,Y,290,3.6888794541139363,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2009,WD,Normal,189000
60,RL,4.248495242049359,10.264617557935098,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,6.639875833826536,0,1013,GasA,TA,Y,SBrkr,1160,966,0.0,2126,0,0.6931471805599453,2,1,3,0.6931471805599453,TA,7,Min2,0,NA,Attchd,1967.0,Fin,2,538,TA,TA,Y,486,0.0,0.0,0.0,5.420534999272286,0.0,NA,NA,NA,0.0,6,2009,WD,Abnorml,185000
160,FV,3.2188758248682006,7.841885928984623,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,600,600,GasA,Ex,Y,SBrkr,520,623,4.394449154672439,1223,0,0.0,2,1,2,0.6931471805599453,Gd,4,Typ,0,NA,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,5.117993812416755,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2006,WD,Normal,147400
20,RL,4.394449154672439,9.38437770918244,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.961005339623274,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0.0,352,1392,GasA,TA,Y,FuseA,1392,0,0.0,1392,1,0.0,1,1,3,0.6931471805599453,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0.0,0.0,0.0,5.262690188904886,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,166000
160,FV,3.4339872044851463,8.064950891749143,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,600,600,GasA,Ex,Y,SBrkr,520,600,4.394449154672439,1200,0,0.0,2,1,2,0.6931471805599453,Gd,4,Typ,0,NA,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,5.117993812416755,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2006,WD,Normal,151000
60,RL,3.8066624897703196,9.164191715950203,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.4116460518550396,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0.0,458,941,GasA,Ex,Y,SBrkr,941,888,0.0,1829,1,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,613,TA,TA,Y,192,3.6888794541139363,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1,2010,WD,Normal,237000
20,RL,4.61512051684126,9.210840247017833,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,5.846438775057725,975,1516,GasA,TA,Y,SBrkr,1516,0,0.0,1516,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1964.0,RFn,2,472,TA,TA,Y,0,0.0,0.0,0.0,5.030437921392435,0.0,NA,NA,NA,0.0,2,2009,WD,Normal,167000
20,RL,4.330733340286331,8.971575439759016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.919980925828125,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0.0,572,1144,GasA,Gd,Y,SBrkr,1144,0,0.0,1144,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1961.0,Unf,2,456,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,9,2008,WD,Normal,139950
20,RL,4.110873864173311,9.169622538697624,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0.0,625,1067,GasA,TA,Y,SBrkr,1067,0,0.0,1067,0,0.0,2,0,2,0.6931471805599453,Gd,4,Min2,0,NA,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2010,WD,Normal,128000
30,RM,4.51085950651685,8.999742789830492,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0.0,1221,1559,GasA,Gd,Y,SBrkr,1559,0,0.0,1559,1,0.0,1,0,2,0.6931471805599453,TA,5,Min2,0,NA,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,4.762173934797756,5.442417710521793,0.0,0.0,0.0,NA,GdWo,NA,0.0,6,2007,COD,Normal,153500
160,RM,3.091042453358316,7.427144133408616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.0689042022202315,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0.0,153,483,GasA,TA,Y,SBrkr,483,504,0.0,987,1,0.0,1,1,2,0.6931471805599453,TA,5,Typ,0,NA,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2008,WD,Normal,100000
20,RL,4.330733340286331,9.161780181360806,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,0.0,1099,0,0.0,1,1,3,0.6931471805599453,Gd,6,Typ,0,NA,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,144000
50,RL,4.2626798770413155,9.373139262281274,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0.0,416,768,GasA,Ex,Y,SBrkr,768,432,0.0,1200,0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,NA,Detchd,1946.0,Unf,1,240,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2008,WD,Normal,130500
70,RH,4.248495242049359,9.405578154036684,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0.0,516,672,GasA,TA,N,SBrkr,810,672,0.0,1482,0,0.0,2,0,4,0.6931471805599453,Fa,7,Typ,0,NA,Detchd,1934.0,Unf,1,400,TA,TA,P,0,0.0,5.541263545158426,0.0,0.0,0.0,NA,NA,NA,0.0,3,2008,WD,Normal,140000
70,RM,4.110873864173311,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0.0,650,650,GasA,Gd,Y,SBrkr,958,581,0.0,1539,0,0.0,2,0,3,0.6931471805599453,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,70,4.3694478524670215,4.23410650459726,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,157500
80,RL,4.418840607796598,9.107310471656639,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.214935757608986,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,6.29156913955832,276,1127,GasA,TA,Y,SBrkr,1165,0,0.0,1165,1,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,4.867534450455582,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,5,2008,WD,Normal,174900
90,RL,4.394449154672439,8.987321812850125,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0.0,1800,1800,GasA,Ex,N,SBrkr,1800,0,0.0,1800,0,0.0,2,0,6,1.0986122886681098,TA,10,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,WD,Normal,141000
50,RM,4.61512051684126,9.446676517076376,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0.0,876,876,GasA,Gd,Y,SBrkr,876,540,0.0,1416,0,0.0,1,1,4,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0.0,5.272999558563747,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,153900
85,RL,4.248495242049359,9.720045368073471,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0.0,0,1390,GasA,TA,Y,SBrkr,1701,0,0.0,1701,1,0.0,2,0,3,0.6931471805599453,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1,2007,WD,Normal,171000
60,RL,4.330733340286331,9.139703292376742,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.927253685157205,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0.0,227,740,GasA,Ex,Y,SBrkr,1006,769,0.0,1775,1,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,4.290459441148391,5.262690188904886,0.0,0.0,0.0,NA,NA,NA,0.0,7,2009,WD,Normal,213000
