MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,3,3.8066624897703196,9.164191715950203,1,1,0,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,1,12,13,1,5.4116460518550396,2,4,2,2,4,4,2,483,6,0.0,458,941,1,0,1,4,941,888,0.0,1829,1,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,2003.0,2,2,613,5,5,2,192,3.6888794541139363,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2010,8,4,237000
20,3,4.61512051684126,9.210840247017833,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,1,1,6,10,1,5.198497031265826,3,4,1,4,4,4,5,196,1,5.846438775057725,975,1516,1,4,1,4,1516,0,0.0,1516,0,0.0,1,1,3,0.6931471805599453,3,6,6,0,3,1,1964.0,2,2,472,5,5,2,0,0.0,0.0,0.0,5.030437921392435,0.0,3,4,1,0.0,2,2009,8,4,167000
20,3,4.330733340286331,8.971575439759016,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1961,1961,1,1,12,13,1,4.919980925828125,3,4,1,4,4,4,5,572,6,0.0,572,1144,1,2,1,4,1144,0,0.0,1144,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1961.0,3,2,456,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,9,2008,8,4,139950
20,3,4.110873864173311,9.169622538697624,1,1,3,3,0,4,0,19,2,2,0,2,4,7,1950,1995,1,1,12,6,2,0.0,3,4,1,2,4,4,1,442,6,0.0,625,1067,1,4,1,4,1067,0,0.0,1067,0,0.0,2,0,2,0.6931471805599453,2,4,3,0,3,1,1996.0,3,2,436,5,5,2,290,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2,2010,8,4,128000
30,4,4.51085950651685,8.999742789830492,1,2,3,3,0,4,0,17,2,2,0,2,5,6,1948,1973,1,1,12,13,2,0.0,3,4,0,4,4,4,5,338,6,0.0,1221,1559,1,2,1,4,1559,0,0.0,1559,1,0.0,1,0,2,0.6931471805599453,3,5,3,0,3,5,1948.0,3,2,812,5,5,2,0,4.762173934797756,5.442417710521793,0.0,0.0,0.0,3,1,1,0.0,6,2007,0,4,153500
160,4,3.091042453358316,7.427144133408616,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,5.0689042022202315,3,4,1,4,4,4,1,330,6,0.0,153,483,1,4,1,4,483,504,0.0,987,1,0.0,1,1,2,0.6931471805599453,3,5,6,0,3,5,1973.0,3,1,264,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2008,8,4,100000
20,3,4.330733340286331,9.161780181360806,1,1,3,3,0,4,0,5,2,2,0,2,5,6,1995,2006,1,1,12,13,2,0.0,3,4,2,2,4,4,6,0,6,0.0,1099,1099,1,0,1,4,1099,0,0.0,1099,0,0.0,1,1,3,0.6931471805599453,2,6,6,0,3,1,1999.0,3,1,352,5,5,2,278,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2008,8,4,144000
50,3,4.2626798770413155,9.373139262281274,1,1,3,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,2,0.0,3,4,1,4,4,4,1,352,6,0.0,416,768,1,0,1,4,768,432,0.0,1200,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1946.0,3,1,240,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2008,8,4,130500
70,2,4.248495242049359,9.405578154036684,1,1,0,3,0,4,0,18,2,2,0,5,6,8,1925,1950,1,1,13,14,2,0.0,3,4,0,4,4,4,1,156,6,0.0,516,672,1,4,0,4,810,672,0.0,1482,0,0.0,2,0,4,0.6931471805599453,1,7,6,0,3,5,1934.0,3,1,400,5,5,1,0,0.0,5.541263545158426,0.0,0.0,0.0,3,4,1,0.0,3,2008,8,4,140000
70,4,4.110873864173311,9.25349564229011,1,0,3,3,0,4,0,17,2,2,0,5,5,8,1904,2002,1,1,8,8,2,0.0,3,4,2,4,4,4,6,0,6,0.0,650,650,1,2,1,4,958,581,0.0,1539,0,0.0,2,0,3,0.6931471805599453,2,8,6,1,4,5,1983.0,3,2,686,2,5,1,70,4.3694478524670215,4.23410650459726,0.0,0.0,0.0,3,4,1,0.0,6,2008,8,4,157500
80,3,4.418840607796598,9.107310471656639,1,1,3,3,0,4,0,12,2,2,0,7,6,7,1966,1966,1,1,6,6,1,5.214935757608986,3,4,1,4,4,1,5,312,0,6.29156913955832,276,1127,1,4,1,4,1165,0,0.0,1165,1,0.0,1,1,3,0.6931471805599453,3,6,6,0,3,1,1966.0,2,2,490,2,2,2,0,4.867534450455582,0.0,0.0,0.0,0.0,3,0,1,0.0,5,2008,8,4,174900
90,3,4.394449154672439,8.987321812850125,1,1,3,3,0,0,0,12,0,2,2,2,5,4,1961,1961,1,1,3,3,2,0.0,3,4,1,4,4,4,6,0,6,0.0,1800,1800,1,0,0,4,1800,0,0.0,1800,0,0.0,2,0,6,1.0986122886681098,3,10,6,0,3,6,0.0,1,0,0,3,3,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,141000
50,4,4.61512051684126,9.446676517076376,1,0,0,3,0,4,0,17,0,2,0,0,5,8,1915,1950,1,1,13,14,2,0.0,3,4,0,4,4,2,6,0,6,0.0,876,876,1,2,1,4,876,540,0.0,1416,0,0.0,1,1,4,0.6931471805599453,3,7,6,1,2,5,1949.0,3,3,720,5,5,2,418,0.0,5.272999558563747,0.0,0.0,0.0,3,4,1,0.0,6,2008,8,4,153900
85,3,4.248495242049359,9.720045368073471,1,1,0,3,0,1,0,19,5,2,0,6,5,5,1975,1981,1,1,6,6,2,0.0,3,4,1,2,4,1,0,1390,6,0.0,0,1390,1,4,1,4,1701,0,0.0,1701,1,0.0,2,0,3,0.6931471805599453,3,6,3,2,5,2,1975.0,0,2,611,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2007,8,4,171000
60,3,4.330733340286331,9.139703292376742,1,1,3,3,0,4,0,20,2,2,0,5,7,5,1993,1993,1,1,6,6,1,4.927253685157205,2,4,2,2,4,4,0,513,6,0.0,227,740,1,0,1,4,1006,769,0.0,1775,1,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,1993.0,3,2,425,5,5,2,234,4.290459441148391,5.262690188904886,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,213000
20,3,3.6109179126442243,9.650142492488797,1,1,0,3,0,1,0,5,2,2,0,2,5,6,1972,1972,1,1,6,10,2,0.0,3,4,1,4,4,0,1,460,6,0.0,404,864,1,0,1,4,864,0,0.0,864,1,0.0,1,0,3,0.6931471805599453,3,5,6,1,1,1,1972.0,3,1,338,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2009,8,4,133500
50,3,4.330733340286331,10.727684925086583,1,1,1,0,0,4,0,4,2,2,0,0,6,8,1908,1997,1,1,13,14,2,0.0,3,4,0,4,4,4,6,0,6,0.0,907,907,1,4,1,4,1307,1051,0.0,2358,0,0.0,3,0,5,0.6931471805599453,3,10,6,1,2,5,1908.0,3,2,360,1,5,2,486,3.713572066704308,0.0,0.0,5.170483995038151,0.0,3,4,1,0.0,9,2008,8,4,240000
80,3,4.394449154672439,9.169622538697624,1,1,3,3,0,2,0,24,1,2,0,7,6,7,1976,1994,3,1,9,10,1,5.8888779583328805,2,2,1,4,4,4,6,0,6,0.0,528,528,1,0,1,4,1094,761,0.0,1855,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,1,1976.0,2,2,512,5,5,2,113,4.61512051684126,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2007,8,4,187000
120,4,3.6109179126442243,8.397508348470257,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,1,12,13,1,5.14166355650266,2,4,2,2,4,0,2,659,6,0.0,189,848,1,0,1,4,848,0,0.0,848,1,0.0,1,0,1,0.6931471805599453,2,3,6,0,3,1,2003.0,0,2,420,5,5,2,140,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2007,8,4,131500
120,3,4.248495242049359,8.069968149059841,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2003,2003,1,1,12,13,1,3.713572066704308,2,4,2,2,4,1,6,0,6,0.0,1273,1273,1,0,1,4,1456,0,0.0,1456,0,0.0,2,0,2,0.6931471805599453,2,7,6,1,5,1,2003.0,0,2,400,5,5,2,143,3.044522437723423,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,215000
75,3,3.9889840465642745,8.871926251117628,1,1,3,3,0,4,0,6,2,2,0,4,7,5,1941,1950,1,1,8,8,2,0.0,3,2,1,4,4,4,5,364,6,0.0,554,918,1,2,1,4,918,728,0.0,1646,0,0.0,2,0,4,0.6931471805599453,3,7,6,2,2,5,1941.0,3,1,240,5,5,2,0,0.0,0.0,0.0,4.844187086458591,0.0,3,2,1,0.0,8,2007,8,4,164000
80,3,4.248495242049359,9.400630098419315,1,1,0,3,0,0,0,12,2,2,0,7,6,6,1964,1964,1,1,8,6,1,4.7535901911063645,3,2,1,4,4,1,5,564,6,0.0,563,1127,1,4,1,4,1445,0,0.0,1445,0,0.0,1,1,3,0.6931471805599453,3,7,6,1,1,1,1964.0,2,2,645,5,5,2,180,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,8,2009,8,4,158000
20,3,4.634728988229636,9.793728488543389,1,1,3,3,0,4,0,19,2,2,0,2,5,4,1955,1974,3,1,13,10,2,0.0,3,4,1,4,4,2,0,306,5,6.990256500493881,372,1763,1,4,1,4,1779,0,0.0,1779,1,0.0,1,1,3,0.6931471805599453,3,6,6,1,2,1,1955.0,3,2,454,5,5,2,0,6.037870919922137,0.0,0.0,5.746203190540153,0.0,3,4,1,0.0,7,2006,8,0,170000
20,3,4.248495242049359,8.838986793496787,1,1,0,3,0,0,0,19,2,2,0,2,5,8,1962,2010,1,1,6,6,2,0.0,3,2,1,4,4,4,0,659,6,0.0,381,1040,1,0,1,4,1040,0,0.0,1040,1,0.0,1,1,3,0.6931471805599453,3,6,6,0,3,5,1962.0,3,1,260,5,5,2,0,4.653960350157523,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,127000
80,3,4.248495242049359,9.30301070681749,1,1,0,2,0,4,1,5,2,2,0,7,6,6,1978,1978,1,1,9,6,2,0.0,3,4,1,2,1,1,2,505,3,6.077642243349034,0,940,1,4,1,4,1026,0,0.0,1026,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,1981.0,3,2,576,5,1,2,0,0.0,3.5553480614894135,0.0,0.0,0.0,3,2,1,0.0,10,2008,8,4,147000
60,3,4.189654742026425,9.002824076547672,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1994,1995,1,1,6,6,2,0.0,3,4,2,2,4,4,6,0,6,0.0,702,702,1,2,1,4,702,779,0.0,1481,0,0.0,2,1,3,0.6931471805599453,3,6,6,1,5,1,1994.0,0,2,343,5,5,2,0,3.6109179126442243,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2009,8,4,174000
20,3,4.394449154672439,9.249657234353133,1,1,3,3,0,4,0,14,2,2,0,2,7,5,1976,1976,1,1,6,6,1,5.247024072160486,3,4,1,2,4,4,6,0,6,0.0,1090,1090,1,4,1,4,1370,0,0.0,1370,0,0.0,2,0,3,0.6931471805599453,3,6,6,1,5,1,1976.0,2,2,479,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,6,2009,8,3,152000
60,3,4.248495242049359,9.308374112247549,1,1,0,3,0,0,0,14,3,2,0,5,6,7,1968,1984,1,1,6,6,1,5.3981627015177525,3,4,1,4,4,2,1,619,6,0.0,435,1054,1,4,1,4,1512,1142,0.0,2654,1,0.0,2,1,4,0.6931471805599453,2,9,6,1,2,1,1968.0,3,2,619,5,5,2,0,4.189654742026425,0.0,0.0,5.407171771460119,0.0,3,4,1,0.0,8,2006,8,4,250000
50,3,4.02535169073515,8.941545475242885,1,1,3,3,0,0,0,6,2,2,0,0,7,8,1918,1998,1,1,13,14,2,0.0,2,4,0,4,4,4,6,0,6,0.0,912,912,1,2,1,4,912,514,0.0,1426,0,0.0,1,1,3,0.6931471805599453,2,7,6,1,2,5,1925.0,3,1,216,5,5,2,0,5.484796933490655,0.0,0.0,0.0,0.0,3,0,1,0.0,6,2007,8,4,189950
190,3,4.330733340286331,9.360999248261296,1,1,3,3,0,4,0,19,2,2,1,2,5,4,1965,1965,3,1,9,6,2,0.0,3,4,2,4,4,2,1,841,6,0.0,198,1039,1,0,1,4,1039,0,0.0,1039,1,0.0,1,1,3,0.6931471805599453,3,6,6,0,3,1,1965.0,3,2,504,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,131500
20,3,4.406719247264253,9.177093778182547,1,1,3,3,0,0,0,20,2,2,0,2,6,5,1984,1985,3,1,6,10,2,0.0,3,4,2,2,4,4,2,338,6,0.0,702,1040,1,4,1,4,1097,0,0.0,1097,0,0.0,2,0,3,0.6931471805599453,3,6,6,0,3,1,1986.0,3,2,480,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,5,2010,8,4,152000
20,3,4.2626798770413155,8.978660489639687,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,10,2,0.0,3,4,1,4,4,4,1,1148,6,0.0,0,1148,1,4,1,4,1148,0,0.0,1148,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1959.0,3,1,672,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,7,2009,8,4,132500
20,1,4.290459441148391,9.0642735958414,1,1,3,3,0,4,0,21,2,2,0,2,7,5,2007,2008,1,1,12,13,2,0.0,2,4,2,0,4,4,6,0,6,0.0,1372,1372,1,0,1,4,1372,0,0.0,1372,0,0.0,2,0,3,0.6931471805599453,2,6,6,0,3,1,2008.0,0,2,529,5,5,2,0,4.948759890378168,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2008,6,5,250580
20,3,4.248495242049359,9.076923258535832,1,1,0,3,0,4,0,12,2,2,0,2,5,6,1970,1970,1,1,8,8,1,4.343805421853684,3,4,1,4,4,4,1,828,6,0.0,174,1002,1,4,1,4,1002,0,0.0,1002,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,1973.0,3,2,902,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,8,2009,8,4,148500
20,3,4.219507705176107,9.273972232220956,1,1,0,1,0,4,0,23,2,2,0,2,8,5,2006,2007,1,1,12,13,3,5.616771097666572,2,4,2,2,4,0,6,0,6,0.0,1638,1638,1,0,1,4,1646,0,0.0,1646,0,0.0,2,0,3,0.6931471805599453,2,6,6,1,2,1,2007.0,2,3,870,5,5,2,192,4.394449154672439,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2007,6,5,248900
20,3,4.454347296253507,8.849513965486398,1,1,3,3,0,0,0,19,1,2,0,2,4,5,1961,1961,1,1,12,13,2,0.0,3,4,1,4,4,4,0,932,6,0.0,108,1040,1,4,1,4,1120,0,0.0,1120,1,0.0,1,1,3,0.6931471805599453,1,5,6,0,3,1,1961.0,2,2,544,5,5,2,168,0.0,0.0,0.0,0.0,0.0,3,4,3,5.993961427306569,5,2007,8,4,129000
60,3,4.248495242049359,9.599879329534089,1,1,1,3,0,0,0,8,1,2,0,5,5,6,1948,1950,1,1,9,10,2,0.0,3,4,3,3,2,3,4,0,4,0.0,0,0,1,2,1,4,1547,720,3.9889840465642745,2320,0,0.0,2,0,2,0.6931471805599453,3,7,6,1,5,1,1979.0,3,2,672,5,5,1,120,4.976733742420574,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,169000
60,3,4.394449154672439,9.204221690968005,1,1,3,3,0,4,0,20,2,2,0,5,7,5,1993,1994,1,1,8,8,1,5.5093883366279774,2,4,2,2,4,4,2,750,6,0.0,300,1050,1,0,1,4,1062,887,0.0,1949,1,0.0,2,1,3,0.6931471805599453,2,8,6,1,5,1,1993.0,0,2,574,5,5,2,156,4.51085950651685,0.0,0.0,0.0,0.0,3,0,1,0.0,6,2010,8,4,236000
20,3,4.110873864173311,8.79497643168877,1,1,3,3,0,4,0,12,4,2,0,2,5,5,1962,1962,3,1,8,8,2,0.0,3,4,1,4,4,4,6,0,6,0.0,894,894,1,2,0,4,894,0,0.0,894,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,1962.0,3,1,308,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2009,8,4,109500
60,3,4.2626798770413155,9.076923258535832,1,1,3,3,0,4,0,5,2,2,0,5,6,5,1998,1998,1,1,12,13,1,4.762173934797756,3,4,2,2,4,4,2,505,6,0.0,299,804,1,0,1,4,804,878,0.0,1682,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,1998.0,2,2,523,5,5,2,0,4.356708826689592,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2010,8,4,200500
20,3,4.31748811353631,9.09301972939964,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1953,1996,1,1,14,15,2,0.0,2,4,4,4,4,0,6,0,6,0.0,105,105,1,2,1,4,910,0,0.0,910,0,0.0,1,0,3,0.6931471805599453,2,5,6,0,3,1,1953.0,3,2,414,5,5,2,196,0.0,5.017279836814924,0.0,0.0,0.0,3,1,1,0.0,10,2008,8,4,116000
40,3,4.110873864173311,9.404672841436273,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1949,1950,1,1,6,6,2,0.0,2,4,1,4,4,4,5,375,6,0.0,457,832,1,2,1,4,1036,0,5.4510384535657,1268,0,0.0,1,0,3,0.6931471805599453,3,6,6,1,2,1,1949.0,3,1,288,5,5,2,0,3.367295829986474,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2009,8,4,133000
50,4,3.970291913552122,8.651898894268529,1,1,3,3,0,4,0,17,0,2,0,0,5,6,1941,1950,1,1,13,14,2,0.0,3,4,1,4,4,4,6,0,6,0.0,676,676,1,0,1,4,676,455,0.0,1131,0,0.0,1,1,3,0.6931471805599453,3,5,6,0,3,5,1941.0,3,1,200,5,5,2,26,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2009,8,0,66500
60,1,4.330733340286331,9.105090961257085,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2007,1,1,5,5,2,0.0,2,4,2,2,4,0,2,64,6,0.0,1120,1184,1,0,1,4,1184,1426,0.0,2610,0,0.0,2,1,4,0.6931471805599453,0,11,6,1,2,3,2007.0,0,2,550,5,5,2,208,5.8998973535824915,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2007,6,5,303477
20,3,4.553876891600541,10.138045708665592,1,1,3,1,0,4,1,11,2,2,0,2,4,5,1963,1963,1,1,6,10,2,0.0,3,4,2,4,4,1,0,633,6,0.0,431,1064,1,2,1,4,1040,0,0.0,1040,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1963.0,3,2,648,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2007,8,4,132250
60,3,4.31748811353631,9.086476384753796,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2004,2005,3,1,12,13,3,5.37989735354046,2,4,2,0,4,4,2,1170,6,0.0,292,1462,1,0,1,4,1462,762,0.0,2224,1,0.0,2,1,4,0.6931471805599453,0,10,6,1,2,1,2004.0,0,3,738,5,5,2,184,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2009,8,4,350000
85,3,4.48863636973214,9.37441309371334,1,1,0,3,0,4,0,19,2,2,0,6,5,7,1961,1995,1,1,6,6,2,0.0,3,4,1,4,4,0,0,899,6,0.0,210,1109,1,4,1,4,1155,0,0.0,1155,1,0.0,1,0,3,0.6931471805599453,2,6,3,0,3,5,1987.0,3,2,576,5,5,2,192,0.0,0.0,0.0,0.0,0.0,3,2,3,5.993961427306569,6,2010,8,4,148000
20,3,4.248495242049359,8.853808274977197,1,1,0,3,0,1,0,5,2,2,0,2,5,8,1978,2005,1,1,12,13,1,4.51085950651685,2,2,1,4,4,4,0,646,6,0.0,218,864,1,0,1,4,864,0,0.0,864,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1978.0,3,1,336,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,7,2009,8,4,136500
20,3,4.110873864173311,8.857230494201946,1,1,3,3,0,4,0,7,2,2,0,2,5,5,2005,2006,1,1,12,13,2,0.0,3,4,2,0,1,4,0,980,6,0.0,110,1090,1,2,1,4,1090,0,0.0,1090,1,0.0,1,1,2,0.6931471805599453,3,5,6,0,3,1,2005.0,0,2,450,5,5,2,0,3.912023005428146,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,157000
50,3,3.8066624897703196,9.529448434427817,1,1,0,3,0,1,0,23,2,2,0,0,7,5,1990,1991,1,1,6,6,1,4.770684624465665,2,2,1,2,4,2,3,902,6,0.0,254,1156,1,0,1,4,1187,530,0.0,1717,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,1990.0,2,2,400,5,5,2,168,3.6109179126442243,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2007,8,4,187500
60,3,4.248495242049359,9.173365135851288,1,1,0,3,0,0,0,8,2,2,0,5,6,5,1992,1993,1,1,12,13,2,0.0,3,4,2,2,4,4,6,0,6,0.0,808,808,1,2,1,4,808,785,0.0,1593,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,3,1993.0,2,2,389,5,5,2,342,3.713572066704308,0.0,0.0,0.0,0.0,3,2,1,0.0,12,2009,8,4,178000
75,3,4.110873864173311,8.733110697638708,1,1,3,0,0,4,0,18,2,2,0,3,4,5,1912,1950,1,1,13,14,2,0.0,2,4,2,4,0,4,6,0,6,0.0,795,795,1,4,0,4,954,795,6.1779441140506,2230,1,0.0,1,0,5,0.6931471805599453,3,10,6,0,3,5,1997.0,3,1,440,5,2,2,0,5.241747015059643,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2006,8,4,118500
20,3,4.189654742026425,8.875007486048396,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1967,1967,1,1,6,6,1,4.110873864173311,3,4,1,4,4,4,1,432,6,0.0,460,892,1,4,1,4,892,0,0.0,892,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1967.0,2,1,288,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,7,2009,8,4,100000
120,1,3.9318256327243257,8.540909718033554,1,1,0,3,0,1,0,21,2,2,4,2,9,5,1999,2000,1,1,8,8,1,4.110873864173311,2,4,2,0,4,0,2,1238,6,0.0,460,1698,1,0,1,4,1709,0,0.0,1709,1,0.0,2,0,2,0.6931471805599453,2,5,6,1,5,1,1999.0,0,2,506,5,5,2,97,4.189654742026425,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2008,1,0,328900
90,3,4.2626798770413155,9.035272443893536,1,1,3,3,0,0,0,12,2,2,2,2,5,5,1959,2005,1,1,8,8,1,4.812184355372417,3,4,1,4,4,4,3,528,6,0.0,1098,1626,1,0,1,4,1712,0,0.0,1712,0,0.0,2,0,4,1.0986122886681098,3,8,6,0,3,1,2005.0,0,2,588,5,5,2,272,4.007333185232471,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2006,8,3,145000
50,3,4.0943445622221,9.709113657218,1,1,0,3,0,4,0,7,2,2,0,0,5,7,1955,1955,1,1,8,8,2,0.0,3,2,2,4,4,4,6,0,6,0.0,816,816,1,4,1,4,872,521,0.0,1393,0,0.0,1,1,3,0.6931471805599453,3,8,6,0,3,1,1955.0,3,1,300,5,5,2,121,0.0,0.0,0.0,5.583496308781699,0.0,3,4,1,0.0,4,2008,8,4,135500
20,3,4.564348191467836,9.671933733861948,1,1,0,3,0,4,1,12,2,2,0,2,8,6,1970,1970,0,5,13,14,2,0.0,2,2,2,4,1,1,0,351,5,6.714170529909472,1043,2217,1,0,1,4,2217,0,0.0,2217,1,0.0,2,0,4,0.6931471805599453,2,8,6,1,5,1,1970.0,3,2,621,5,5,2,81,5.337538079701318,0.0,0.0,5.41610040220442,0.0,3,4,1,0.0,10,2007,8,4,268000
20,3,4.859812404361672,9.405989388981,1,1,3,3,0,4,0,12,1,2,0,2,6,4,1953,1953,3,1,13,14,1,4.51085950651685,3,4,1,4,4,4,1,1024,6,0.0,481,1505,1,0,1,4,1505,0,0.0,1505,1,0.0,1,0,2,0.6931471805599453,3,6,6,1,5,1,1953.0,2,2,505,5,5,2,0,0.0,0.0,5.093750200806762,0.0,0.0,3,4,1,0.0,2,2009,8,4,149500
50,3,4.110873864173311,8.99528899055931,1,1,3,3,0,0,0,12,0,2,0,0,5,7,1949,2006,1,1,8,8,2,0.0,3,2,1,4,4,2,6,0,6,0.0,672,672,1,0,1,4,672,252,0.0,924,0,0.0,1,0,3,0.6931471805599453,3,6,6,1,4,5,2003.0,3,2,576,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,2,3,7.601402334583733,7,2007,8,4,122900
60,3,4.2626798770413155,9.32232887392423,1,1,3,3,0,4,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,4.532599493153256,3,4,1,4,4,4,3,226,5,6.2166061010848646,192,918,1,2,1,4,918,765,0.0,1683,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,5,1,1978.0,2,2,440,5,5,2,243,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,172500
20,3,4.2626798770413155,9.037771106624906,1,1,3,3,0,4,0,19,2,2,0,2,6,8,1963,2003,3,1,6,6,2,0.0,3,4,1,4,4,4,2,663,6,0.0,396,1059,1,4,1,4,1068,0,0.0,1068,0,0.6931471805599453,1,0,3,0.6931471805599453,3,6,6,0,3,1,1963.0,2,1,264,5,5,2,192,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,2,2006,8,4,154500
20,3,4.248495242049359,9.494390858193913,1,1,3,3,0,4,0,19,4,2,0,2,5,5,1954,1954,1,1,13,10,2,0.0,3,4,2,2,4,2,1,1064,6,0.0,319,1383,1,4,1,4,1383,0,0.0,1383,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,2,1,1954.0,3,1,354,5,5,2,511,4.762173934797756,0.0,0.0,0.0,0.0,3,0,1,0.0,6,2008,8,4,165000
